2304,8930,1153
N419,35,8
N420,36,8
N421,37,8
N422,38,8
N423,39,8
N424,40,8
N425,41,8
N426,42,8
N427,43,8
N428,44,8
N429,45,8
N430,46,8
N431,47,8
N432,0,9
N433,1,9
N434,2,9
N435,3,9
N436,4,9
N437,5,9
N438,6,9
N439,7,9
N440,8,9
N441,9,9
N442,10,9
N443,11,9
N444,12,9
N445,13,9
N446,14,9
N447,15,9
N448,16,9
N449,17,9
N450,18,9
N451,19,9
N452,20,9
N453,21,9
N454,22,9
N455,23,9
N456,24,9
N457,25,9
N458,26,9
N459,27,9
N460,28,9
N461,29,9
N462,30,9
N463,31,9
N464,32,9
N465,33,9
N466,34,9
N467,35,9
N468,36,9
N469,37,9
N470,38,9
N471,39,9
N472,40,9
N473,41,9
N474,42,9
N475,43,9
N476,44,9
N477,45,9
N478,46,9
N479,47,9
N480,0,10
N481,1,10
N482,2,10
N483,3,10
N484,4,10
N485,5,10
N486,6,10
N487,7,10
N488,8,10
N489,9,10
N490,10,10
N491,11,10
N492,12,10
N493,13,10
N494,14,10
N495,15,10
N496,16,10
N497,17,10
N498,18,10
N499,19,10
N500,20,10
N501,21,10
N502,22,10
N503,23,10
N504,24,10
N505,25,10
N506,26,10
N507,27,10
N508,28,10
N509,29,10
N510,30,10
N511,31,10
N512,32,10
N513,33,10
N514,34,10
N515,35,10
N516,36,10
N517,37,10
N518,38,10
N519,39,10
N520,40,10
N521,41,10
N522,42,10
N523,43,10
N524,44,10
N525,45,10
N526,46,10
N527,47,10
N528,0,11
N529,1,11
N530,2,11
N531,3,11
N532,4,11
N533,5,11
N534,6,11
N535,7,11
N536,8,11
N537,9,11
N538,10,11
N539,11,11
N540,12,11
N541,13,11
N542,14,11
N543,15,11
N544,16,11
N545,17,11
N546,18,11
N547,19,11
N548,20,11
N549,21,11
N550,22,11
N551,23,11
N552,24,11
N553,25,11
N554,26,11
N555,27,11
N556,28,11
N557,29,11
N558,30,11
N559,31,11
N560,32,11
N561,33,11
N562,34,11
N563,35,11
N564,36,11
N565,37,11
N566,38,11
N567,39,11
N568,40,11
N569,41,11
N570,42,11
N571,43,11
N572,44,11
N573,45,11
N574,46,11
N575,47,11
N576,0,12
N577,1,12
N578,2,12
N579,3,12
N580,4,12
N581,5,12
N582,6,12
N583,7,12
N584,8,12
N585,9,12
N586,10,12
N587,11,12
N588,12,12
N589,13,12
N590,14,12
N591,15,12
N592,16,12
N593,17,12
N594,18,12
N595,19,12
N596,20,12
N597,21,12
N598,22,12
N599,23,12
N600,24,12
N601,25,12
N602,26,12
N603,27,12
N604,28,12
N605,29,12
N606,30,12
N607,31,12
N608,32,12
N609,33,12
N610,34,12
N611,35,12
N612,36,12
N613,37,12
N614,38,12
N615,39,12
N616,40,12
N617,41,12
N618,42,12
N619,43,12
N620,44,12
N621,45,12
N622,46,12
N623,47,12
N624,0,13
N625,1,13
N626,2,13
N627,3,13
N628,4,13
N629,5,13
N630,6,13
N631,7,13
N632,8,13
N633,9,13
N634,10,13
N635,11,13
N636,12,13
N637,13,13
N638,14,13
N639,15,13
N640,16,13
N641,17,13
N642,18,13
N643,19,13
N644,20,13
N645,21,13
N646,22,13
N647,23,13
N648,24,13
N649,25,13
N650,26,13
N651,27,13
N652,28,13
N653,29,13
N654,30,13
N655,31,13
N656,32,13
N657,33,13
N658,34,13
N659,35,13
N660,36,13
N661,37,13
N662,38,13
N663,39,13
N664,40,13
N665,41,13
N666,42,13
N667,43,13
N668,44,13
N669,45,13
N670,46,13
N671,47,13
N672,0,14
N673,1,14
N674,2,14
N675,3,14
N676,4,14
N677,5,14
N678,6,14
N679,7,14
N680,8,14
N681,9,14
N682,10,14
N683,11,14
N684,12,14
N685,13,14
N686,14,14
N687,15,14
N688,16,14
N689,17,14
N690,18,14
N691,19,14
N692,20,14
N693,21,14
N694,22,14
N695,23,14
N696,24,14
N697,25,14
N698,26,14
N699,27,14
N700,28,14
N701,29,14
N702,30,14
N703,31,14
N704,32,14
N705,33,14
N706,34,14
N707,35,14
N708,36,14
N709,37,14
N710,38,14
N711,39,14
N712,40,14
N713,41,14
N714,42,14
N715,43,14
N716,44,14
N717,45,14
N718,46,14
N719,47,14
N720,0,15
N721,1,15
N722,2,15
N723,3,15
N724,4,15
N725,5,15
N726,6,15
N727,7,15
N728,8,15
N729,9,15
N730,10,15
N731,11,15
N732,12,15
N733,13,15
N734,14,15
N735,15,15
N736,16,15
N737,17,15
N738,18,15
N739,19,15
N740,20,15
N741,21,15
N742,22,15
N743,23,15
N744,24,15
N745,25,15
N746,26,15
N747,27,15
N748,28,15
N749,29,15
N750,30,15
N751,31,15
N752,32,15
N753,33,15
N754,34,15
N755,35,15
N756,36,15
N757,37,15
N758,38,15
N759,39,15
N760,40,15
N761,41,15
N762,42,15
N763,43,15
N764,44,15
N765,45,15
N766,46,15
N767,47,15
N768,0,16
N769,1,16
N770,2,16
N771,3,16
N772,4,16
N773,5,16
N774,6,16
N775,7,16
N776,8,16
N777,9,16
N778,10,16
N779,11,16
N780,12,16
N781,13,16
N782,14,16
N783,15,16
N784,16,16
N785,17,16
N786,18,16
N787,19,16
N788,20,16
N789,21,16
N790,22,16
N791,23,16
N792,24,16
N793,25,16
N794,26,16
N795,27,16
N796,28,16
N797,29,16
N798,30,16
N799,31,16
N800,32,16
N801,33,16
N802,34,16
N803,35,16
N804,36,16
N805,37,16
N806,38,16
N807,39,16
N808,40,16
N809,41,16
N810,42,16
N811,43,16
N812,44,16
N813,45,16
N814,46,16
N815,47,16
N816,0,17
N817,1,17
N818,2,17
N819,3,17
N820,4,17
N821,5,17
N822,6,17
N823,7,17
N824,8,17
N825,9,17
N826,10,17
N827,11,17
N828,12,17
N829,13,17
N830,14,17
N831,15,17
N832,16,17
N833,17,17
N834,18,17
N835,19,17
N836,20,17
N837,21,17
N838,22,17
N839,23,17
N840,24,17
N841,25,17
N842,26,17
N843,27,17
N844,28,17
N845,29,17
N846,30,17
N847,31,17
N848,32,17
N849,33,17
N850,34,17
N851,35,17
N852,36,17
N853,37,17
N854,38,17
N855,39,17
N856,40,17
N857,41,17
N858,42,17
N859,43,17
N860,44,17
N861,45,17
N862,46,17
N863,47,17
N864,0,18
N865,1,18
N866,2,18
N867,3,18
N868,4,18
N869,5,18
N870,6,18
N871,7,18
N872,8,18
N873,9,18
N874,10,18
N875,11,18
N876,12,18
N877,13,18
N878,14,18
N879,15,18
N880,16,18
N881,17,18
N882,18,18
N883,19,18
N884,20,18
N885,21,18
N886,22,18
N887,23,18
N888,24,18
N889,25,18
N890,26,18
N891,27,18
N892,28,18
N893,29,18
N894,30,18
N895,31,18
N896,32,18
N897,33,18
N898,34,18
N899,35,18
N900,36,18
N901,37,18
N902,38,18
N903,39,18
N904,40,18
N905,41,18
N906,42,18
N907,43,18
N908,44,18
N909,45,18
N910,46,18
N911,47,18
N912,0,19
N913,1,19
N914,2,19
N915,3,19
N916,4,19
N917,5,19
N918,6,19
N919,7,19
N920,8,19
N921,9,19
N922,10,19
N923,11,19
N924,12,19
N925,13,19
N926,14,19
N927,15,19
N928,16,19
N929,17,19
N930,18,19
N931,19,19
N932,20,19
N933,21,19
N934,22,19
N935,23,19
N936,24,19
N937,25,19
N938,26,19
N939,27,19
N940,28,19
N941,29,19
N942,30,19
N943,31,19
N944,32,19
N945,33,19
N946,34,19
N947,35,19
N948,36,19
N949,37,19
N950,38,19
N951,39,19
N952,40,19
N953,41,19
N954,42,19
N955,43,19
N956,44,19
N957,45,19
N958,46,19
N959,47,19
N960,0,20
N961,1,20
N962,2,20
N963,3,20
N964,4,20
N965,5,20
N966,6,20
N967,7,20
N968,8,20
N969,9,20
N970,10,20
N971,11,20
N972,12,20
N973,13,20
N974,14,20
N975,15,20
N976,16,20
N977,17,20
N978,18,20
N979,19,20
N980,20,20
N981,21,20
N982,22,20
N983,23,20
N984,24,20
N985,25,20
N986,26,20
N987,27,20
N988,28,20
N989,29,20
N990,30,20
N991,31,20
N992,32,20
N993,33,20
N994,34,20
N995,35,20
N996,36,20
N997,37,20
N998,38,20
N999,39,20
N1000,40,20
N1001,41,20
N1002,42,20
N1003,43,20
N1004,44,20
N1005,45,20
N1006,46,20
N1007,47,20
N1008,0,21
N1009,1,21
N1010,2,21
N1011,3,21
N1012,4,21
N1013,5,21
N1014,6,21
N1015,7,21
N1016,8,21
N1017,9,21
N1018,10,21
N1019,11,21
N1020,12,21
N1021,13,21
N1022,14,21
N1023,15,21
N1024,16,21
N1025,17,21
N1026,18,21
N1027,19,21
N1028,20,21
N1029,21,21
N1030,22,21
N1031,23,21
N1032,24,21
N1033,25,21
N1034,26,21
N1035,27,21
N1036,28,21
N1037,29,21
N1038,30,21
N1039,31,21
N1040,32,21
N1041,33,21
N1042,34,21
N1043,35,21
N1044,36,21
N1045,37,21
N1046,38,21
N1047,39,21
N1048,40,21
N1049,41,21
N1050,42,21
N1051,43,21
N1052,44,21
N1053,45,21
N1054,46,21
N1055,47,21
N1056,0,22
N1057,1,22
N1058,2,22
N1059,3,22
N1060,4,22
N1061,5,22
N1062,6,22
N1063,7,22
N1064,8,22
N1065,9,22
N1066,10,22
N1067,11,22
N1068,12,22
N1069,13,22
N1070,14,22
N1071,15,22
N1072,16,22
N1073,17,22
N1074,18,22
N1075,19,22
N1076,20,22
N1077,21,22
N1078,22,22
N1079,23,22
N1080,24,22
N1081,25,22
N1082,26,22
N1083,27,22
N1084,28,22
N1085,29,22
N1086,30,22
N1087,31,22
N1088,32,22
N1089,33,22
N1090,34,22
N1091,35,22
N1092,36,22
N1093,37,22
N1094,38,22
N1095,39,22
N1096,40,22
N1097,41,22
N1098,42,22
N1099,43,22
N1100,44,22
N1101,45,22
N1102,46,22
N1103,47,22
N1104,0,23
N1105,1,23
N1106,2,23
N1107,3,23
N1108,4,23
N1109,5,23
N1110,6,23
N1111,7,23
N1112,8,23
N1113,9,23
N1114,10,23
N1115,11,23
N1116,12,23
N1117,13,23
N1118,14,23
N1119,15,23
N1120,16,23
N1121,17,23
N1122,18,23
N1123,19,23
N1124,20,23
N1125,21,23
N1126,22,23
N1127,23,23
N1128,24,23
N1129,25,23
N1130,26,23
N1131,27,23
N1132,28,23
N1133,29,23
N1134,30,23
N1135,31,23
N1136,32,23
N1137,33,23
N1138,34,23
N1139,35,23
N1140,36,23
N1141,37,23
N1142,38,23
N1143,39,23
N1144,40,23
N1145,41,23
N1146,42,23
N1147,43,23
N1148,44,23
N1149,45,23
N1150,46,23
N1151,47,23
N1152,0,24
N1153,1,24
N1154,2,24
N1155,3,24
N1156,4,24
N1157,5,24
N1158,6,24
N1159,7,24
N1160,8,24
N1161,9,24
N1162,10,24
N1163,11,24
N1164,12,24
N1165,13,24
N1166,14,24
N1167,15,24
N1168,16,24
N1169,17,24
N1170,18,24
N1171,19,24
N1172,20,24
N1173,21,24
N1174,22,24
N1175,23,24
N1176,24,24
N1177,25,24
N1178,26,24
N1179,27,24
N1180,28,24
N1181,29,24
N1182,30,24
N1183,31,24
N1184,32,24
N1185,33,24
N1186,34,24
N1187,35,24
N1188,36,24
N1189,37,24
N1190,38,24
N1191,39,24
N1192,40,24
N1193,41,24
N1194,42,24
N1195,43,24
N1196,44,24
N1197,45,24
N1198,46,24
N1199,47,24
N1200,0,25
N1201,1,25
N1202,2,25
N1203,3,25
N1204,4,25
N1205,5,25
N1206,6,25
N1207,7,25
N1208,8,25
N1209,9,25
N1210,10,25
N1211,11,25
N1212,12,25
N1213,13,25
N1214,14,25
N1215,15,25
N1216,16,25
N1217,17,25
N1218,18,25
N1219,19,25
N1220,20,25
N1221,21,25
N1222,22,25
N1223,23,25
N1224,24,25
N1225,25,25
N1226,26,25
N1227,27,25
N1228,28,25
N1229,29,25
N1230,30,25
N1231,31,25
N1232,32,25
N1233,33,25
N1234,34,25
N1235,35,25
N1236,36,25
N1237,37,25
N1238,38,25
N1239,39,25
N1240,40,25
N1241,41,25
N1242,42,25
N1243,43,25
N1244,44,25
N1245,45,25
N1246,46,25
N1247,47,25
N1248,0,26
N1249,1,26
N1250,2,26
N1251,3,26
N1252,4,26
N1253,5,26
N1254,6,26
N1255,7,26
N1256,8,26
N1257,9,26
N1258,10,26
N1259,11,26
N1260,12,26
N1261,13,26
N1262,14,26
N1263,15,26
N1264,16,26
N1265,17,26
N1266,18,26
N1267,19,26
N1268,20,26
N1269,21,26
N1270,22,26
N1271,23,26
N1272,24,26
N1273,25,26
N1274,26,26
N1275,27,26
N1276,28,26
N1277,29,26
N1278,30,26
N1279,31,26
N1280,32,26
N1281,33,26
N1282,34,26
N1283,35,26
N1284,36,26
N1285,37,26
N1286,38,26
N1287,39,26
N1288,40,26
N1289,41,26
N1290,42,26
N1291,43,26
N1292,44,26
N1293,45,26
N1294,46,26
N1295,47,26
N1296,0,27
N1297,1,27
N1298,2,27
N1299,3,27
N1300,4,27
N1301,5,27
N1302,6,27
N1303,7,27
N1304,8,27
N1305,9,27
N1306,10,27
N1307,11,27
N1308,12,27
N1309,13,27
N1310,14,27
N1311,15,27
N1312,16,27
N1313,17,27
N1314,18,27
N1315,19,27
N1316,20,27
N1317,21,27
N1318,22,27
N1319,23,27
N1320,24,27
N1321,25,27
N1322,26,27
N1323,27,27
N1324,28,27
N1325,29,27
N1326,30,27
N1327,31,27
N1328,32,27
N1329,33,27
N1330,34,27
N1331,35,27
N1332,36,27
N1333,37,27
N1334,38,27
N1335,39,27
N1336,40,27
N1337,41,27
N1338,42,27
N1339,43,27
N1340,44,27
N1341,45,27
N1342,46,27
N1343,47,27
N1344,0,28
N1345,1,28
N1346,2,28
N1347,3,28
N1348,4,28
N1349,5,28
N1350,6,28
N1351,7,28
N1352,8,28
N1353,9,28
N1354,10,28
N1355,11,28
N1356,12,28
N1357,13,28
N1358,14,28
N1359,15,28
N1360,16,28
N1361,17,28
N1362,18,28
N1363,19,28
N1364,20,28
N1365,21,28
N1366,22,28
N1367,23,28
N1368,24,28
N1369,25,28
N1370,26,28
N1371,27,28
N1372,28,28
N1373,29,28
N1374,30,28
N1375,31,28
N1376,32,28
N1377,33,28
N1378,34,28
N1379,35,28
N1380,36,28
N1381,37,28
N1382,38,28
N1383,39,28
N1384,40,28
N1385,41,28
N1386,42,28
N1387,43,28
N1388,44,28
N1389,45,28
N1390,46,28
N1391,47,28
N1392,0,29
N1393,1,29
N1394,2,29
N1395,3,29
N1396,4,29
N1397,5,29
N1398,6,29
N1399,7,29
N1400,8,29
N1401,9,29
N1402,10,29
N1403,11,29
N1404,12,29
N1405,13,29
N1406,14,29
N1407,15,29
N1408,16,29
N1409,17,29
N1410,18,29
N1411,19,29
N1412,20,29
N1413,21,29
N1414,22,29
N1415,23,29
N1416,24,29
N1417,25,29
N1418,26,29
N1419,27,29
N1420,28,29
N1421,29,29
N1422,30,29
N1423,31,29
N1424,32,29
N1425,33,29
N1426,34,29
N1427,35,29
N1428,36,29
N1429,37,29
N1430,38,29
N1431,39,29
N1432,40,29
N1433,41,29
N1434,42,29
N1435,43,29
N1436,44,29
N1437,45,29
N1438,46,29
N1439,47,29
N1440,0,30
N1441,1,30
N1442,2,30
N1443,3,30
N1444,4,30
N1445,5,30
N1446,6,30
N1447,7,30
N1448,8,30
N1449,9,30
N1450,10,30
N1451,11,30
N1452,12,30
N1453,13,30
N1454,14,30
N1455,15,30
N1456,16,30
N1457,17,30
N1458,18,30
N1459,19,30
N1460,20,30
N1461,21,30
N1462,22,30
N1463,23,30
N1464,24,30
N1465,25,30
N1466,26,30
N1467,27,30
N1468,28,30
N1469,29,30
N1470,30,30
N1471,31,30
N1472,32,30
N1473,33,30
N1474,34,30
N1475,35,30
N1476,36,30
N1477,37,30
N1478,38,30
N1479,39,30
N1480,40,30
N1481,41,30
N1482,42,30
N1483,43,30
N1484,44,30
N1485,45,30
N1486,46,30
N1487,47,30
N1488,0,31
N1489,1,31
N1490,2,31
N1491,3,31
N1492,4,31
N1493,5,31
N1494,6,31
N1495,7,31
N1496,8,31
N1497,9,31
N1498,10,31
N1499,11,31
N1500,12,31
N1501,13,31
N1502,14,31
N1503,15,31
N1504,16,31
N1505,17,31
N1506,18,31
N1507,19,31
N1508,20,31
N1509,21,31
N1510,22,31
N1511,23,31
N1512,24,31
N1513,25,31
N1514,26,31
N1515,27,31
N1516,28,31
N1517,29,31
N1518,30,31
N1519,31,31
N1520,32,31
N1521,33,31
N1522,34,31
N1523,35,31
N1524,36,31
N1525,37,31
N1526,38,31
N1527,39,31
N1528,40,31
N1529,41,31
N1530,42,31
N1531,43,31
N1532,44,31
N1533,45,31
N1534,46,31
N1535,47,31
N1536,0,32
N1537,1,32
N1538,2,32
N1539,3,32
N1540,4,32
N1541,5,32
N1542,6,32
N1543,7,32
N1544,8,32
N1545,9,32
N1546,10,32
N1547,11,32
N1548,12,32
N1549,13,32
N1550,14,32
N1551,15,32
N1552,16,32
N1553,17,32
N1554,18,32
N1555,19,32
N1556,20,32
N1557,21,32
N1558,22,32
N1559,23,32
N1560,24,32
N1561,25,32
N1562,26,32
N1563,27,32
N1564,28,32
N1565,29,32
N1566,30,32
N1567,31,32
N1568,32,32
N1569,33,32
N1570,34,32
N1571,35,32
N1572,36,32
N1573,37,32
N1574,38,32
N1575,39,32
N1576,40,32
N1577,41,32
N1578,42,32
N1579,43,32
N1580,44,32
N1581,45,32
N1582,46,32
N1583,47,32
N1584,0,33
N1585,1,33
N1586,2,33
N1587,3,33
N1588,4,33
N1589,5,33
N1590,6,33
N1591,7,33
N1592,8,33
N1593,9,33
N1594,10,33
N1595,11,33
N1596,12,33
N1597,13,33
N1598,14,33
N1599,15,33
N1600,16,33
N1601,17,33
N1602,18,33
N1603,19,33
N1604,20,33
N1605,21,33
N1606,22,33
N1607,23,33
N1608,24,33
N1609,25,33
N1610,26,33
N1611,27,33
N1612,28,33
N1613,29,33
N1614,30,33
N1615,31,33
N1616,32,33
N1617,33,33
N1618,34,33
N1619,35,33
N1620,36,33
N1621,37,33
N1622,38,33
N1623,39,33
N1624,40,33
N1625,41,33
N1626,42,33
N1627,43,33
N1628,44,33
N1629,45,33
N1630,46,33
N1631,47,33
N1632,0,34
N1633,1,34
N1634,2,34
N1635,3,34
N1636,4,34
N1637,5,34
N1638,6,34
N1639,7,34
N1640,8,34
N1641,9,34
N1642,10,34
N1643,11,34
N1644,12,34
N1645,13,34
N1646,14,34
N1647,15,34
N1648,16,34
N1649,17,34
N1650,18,34
N1651,19,34
N1652,20,34
N1653,21,34
N1654,22,34
N1655,23,34
N1656,24,34
N1657,25,34
N1658,26,34
N1659,27,34
N1660,28,34
N1661,29,34
N1662,30,34
N1663,31,34
N1664,32,34
N1665,33,34
N1666,34,34
N1667,35,34
N1668,36,34
N1669,37,34
N1670,38,34
N1671,39,34
N1672,40,34
N1673,41,34
N1674,42,34
N1675,43,34
N1676,44,34
N1677,45,34
N1678,46,34
N1679,47,34
N1680,0,35
N1681,1,35
N1682,2,35
N1683,3,35
N1684,4,35
N1685,5,35
N1686,6,35
N1687,7,35
N1688,8,35
N1689,9,35
N1690,10,35
N1691,11,35
N1692,12,35
N1693,13,35
N1694,14,35
N1695,15,35
N1696,16,35
N1697,17,35
N1698,18,35
N1699,19,35
N1700,20,35
N1701,21,35
N1702,22,35
N1703,23,35
N1704,24,35
N1705,25,35
N1706,26,35
N1707,27,35
N1708,28,35
N1709,29,35
N1710,30,35
N1711,31,35
N1712,32,35
N1713,33,35
N1714,34,35
N1715,35,35
N1716,36,35
N1717,37,35
N1718,38,35
N1719,39,35
N1720,40,35
N1721,41,35
N1722,42,35
N1723,43,35
N1724,44,35
N1725,45,35
N1726,46,35
N1727,47,35
N1728,0,36
N1729,1,36
N1730,2,36
N1731,3,36
N1732,4,36
N1733,5,36
N1734,6,36
N1735,7,36
N1736,8,36
N1737,9,36
N1738,10,36
N1739,11,36
N1740,12,36
N1741,13,36
N1742,14,36
N1743,15,36
N1744,16,36
N1745,17,36
N1746,18,36
N1747,19,36
N1748,20,36
N1749,21,36
N1750,22,36
N1751,23,36
N1752,24,36
N1753,25,36
N1754,26,36
N1755,27,36
N1756,28,36
N1757,29,36
N1758,30,36
N1759,31,36
N1760,32,36
N1761,33,36
N1762,34,36
N1763,35,36
N1764,36,36
N1765,37,36
N1766,38,36
N1767,39,36
N1768,40,36
N1769,41,36
N1770,42,36
N1771,43,36
N1772,44,36
N1773,45,36
N1774,46,36
N1775,47,36
N1776,0,37
N1777,1,37
N1778,2,37
N1779,3,37
N1780,4,37
N1781,5,37
N1782,6,37
N1783,7,37
N1784,8,37
N1785,9,37
N1786,10,37
N1787,11,37
N1788,12,37
N1789,13,37
N1790,14,37
N1791,15,37
N1792,16,37
N1793,17,37
N1794,18,37
N1795,19,37
N1796,20,37
N1797,21,37
N1798,22,37
N1799,23,37
N1800,24,37
N1801,25,37
N1802,26,37
N1803,27,37
N1804,28,37
N1805,29,37
N1806,30,37
N1807,31,37
N1808,32,37
N1809,33,37
N1810,34,37
N1811,35,37
N1812,36,37
N1813,37,37
N1814,38,37
N1815,39,37
N1816,40,37
N1817,41,37
N1818,42,37
N1819,43,37
N1820,44,37
N1821,45,37
N1822,46,37
N1823,47,37
N1824,0,38
N1825,1,38
N1826,2,38
N1827,3,38
N1828,4,38
N1829,5,38
N1830,6,38
N1831,7,38
N1832,8,38
N1833,9,38
N1834,10,38
N1835,11,38
N1836,12,38
N1837,13,38
N1838,14,38
N1839,15,38
N1840,16,38
N1841,17,38
N1842,18,38
N1843,19,38
N1844,20,38
N1845,21,38
N1846,22,38
N1847,23,38
N1848,24,38
N1849,25,38
N1850,26,38
N1851,27,38
N1852,28,38
N1853,29,38
N1854,30,38
N1855,31,38
N1856,32,38
N1857,33,38
N1858,34,38
N1859,35,38
N1860,36,38
N1861,37,38
N1862,38,38
N1863,39,38
N1864,40,38
N1865,41,38
N1866,42,38
N1867,43,38
N1868,44,38
N1869,45,38
N1870,46,38
N1871,47,38
